"SampleID","Sample","B.cells","Macrophages.M1","Macrophages.M2","Monocytes","Neutrophils","NK.cells","T.cells.CD4","T.cells.CD8","Tregs","Dendritic.cells","Other","GDPD2","Group"
"TCGA-44-7670-01A-11R-2066-07",NA,0.016001257216987,0.0437984671490807,0.0714732465830853,0,0.097601025655166,0.0192958541217888,0,0.0160922227722715,0.0341134405961388,0,0.701624485905482,4.24658088473709,"Low"
"TCGA-44-7671-01A-11R-2066-07",NA,0.0146864768022988,0.0300022181009723,0.0762892180986241,0,0.0492420206457883,0.0235417395435599,0,0,0.020422610470119,0.00368730430047915,0.782128412038158,4.28359152936689,"Low"
"TCGA-44-7672-01A-11R-2066-07",NA,0.0497328121437102,0.140140240077107,0.0730100722330916,0,0.0541703116867351,0.0163006458935639,0,0.0199799000071085,0.0809566487216888,0,0.565709369236995,4.23209156366078,"Low"
"TCGA-44-8117-01A-11R-2241-07",NA,0.0152202932147222,0.301599944474563,0.0920410049754054,0,0.101246174809128,0.0122485240250175,0,0.00803475069882951,0.0488386451107875,0,0.420770662691548,4.53504352884861,"High"
"TCGA-44-8119-01A-11R-2241-07",NA,0.0281933673738704,0.117501349360305,0.0310175046114101,0,0.0492209333161338,0.01596009523456,0,0.00722153129684554,0.0422689462269903,0,0.708616272579885,4.42218154705926,"Low"
"TCGA-44-8120-01A-11R-2241-07",NA,0.0194132809770587,0.278834196627053,0.079161474008288,0,0.134681755514081,0.034445407706739,0,0.00265045584175393,0.0529508788522493,0,0.397862550472778,4.13493913009549,"Low"
"TCGA-44-A479-01A-31R-A24H-07",NA,0.0585745193434662,0.0712195796658325,0.0658485121683009,0,0.0941451447133935,0.0245390822927174,0,0.0387425455412221,0.0706655696976339,0,0.576265046577433,4.3124911215938,"Low"
"TCGA-44-A47A-01A-21R-A24H-07",NA,0.0214826143745462,0.0830983070806564,0.133004280618756,0,0.0818550892769068,0.0224504810973288,0,0.0052005398894207,0.0777860877670872,0.0162431364277063,0.558879463467592,5.30115647714356,"High"
"TCGA-44-A47B-01A-11R-A24H-07",NA,0.00992018338638898,0.140627200996039,0.0953575679458388,0,0.0713435764878007,0.0200728322149247,0,0.0238772677510444,0.052737148585945,0,0.586064222632019,4.68080774839899,"High"
"TCGA-44-A47G-01A-21R-A24H-07",NA,0.0548106189986643,0.125887127613988,0.096125522104798,0,0.0811826521558884,0.0246501463917729,0,0.043509972992179,0.0753782461291497,0,0.49845571361356,4.20019511145348,"Low"
